author,title
http://www.gra.fo/publication/SIGMOD_Conference,"""A High Performance"
http://www.gra.fo/publication/David_B__Lomet,High Speed On-line Backup When Using Logical Log Operations.
http://www.gra.fo/publication/SIGMOD_Conference,High Speed On-line Backup When Using Logical Log Operations.
http://www.gra.fo/publication/David_B__Lomet,MLR: A Recovery Method for Multi-level Systems.
http://www.gra.fo/publication/SIGMOD_Conference,MLR: A Recovery Method for Multi-level Systems.
http://www.gra.fo/publication/David_B__Lomet,A Practical Deadlock Avoidance Algorithm for Data Base Systems.
http://www.gra.fo/publication/SIGMOD_Conference,A Practical Deadlock Avoidance Algorithm for Data Base Systems.
http://www.gra.fo/publication/Dina_Bitton,A Feasibility and Performance Study of Dependency Inference.
http://www.gra.fo/publication/Raghu_Ramakrishnan,Parallelism in Logic Programs.
http://www.gra.fo/publication/Ashish_Mehta,The OODB Path-Method Generator (PMG) Using Precomputed Access Relevance.
http://www.gra.fo/publication/Hubert_Naacke,Leveraging Mediator Cost Models with Heterogeneous Data Sources.
http://www.gra.fo/publication/Sudipto_Guha,CURE: An Efficient Clustering Algorithm for Large Databases.
http://www.gra.fo/publication/Yannis_Kotidis,An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees.
http://www.gra.fo/publication/Yannis_Kotidis,DynaMat: A Dynamic View Management System for Data Warehouses.
http://www.gra.fo/publication/Diego_Calvanese,A Unified Framework for Class-Based Representation Formalisms.
http://www.gra.fo/publication/Daniel_L__Silver,X-500 Directory Schema Management.
http://www.gra.fo/publication/Andreas_Neumann_____,Locating Matches of Tree Patterns in Forests.
http://www.gra.fo/publication/Robert_Devine,Design and Implementation of DDH: A Distributed Dynamic Hashing Algorithm.
http://www.gra.fo/publication/,27/05/2017
http://www.gra.fo/publication/Rishiyur_S__Nikhil,The Semantics of Update in a Functional Database Programming Language.
http://www.gra.fo/publication/Grigoris_Antoniou,Version Space Algorithms on Hierarchies with Exceptions.
http://www.gra.fo/publication/Neil_C__Rowe,Inheritance of Statistical Properties.
http://www.gra.fo/publication/Roman_Ginis,Data Manager for Evolvable Real-time Command and Control Systems.
http://www.gra.fo/publication/Frank_Olken,Simple Random Sampling from Relational Databases.
http://www.gra.fo/publication/Frank_Olken,Random Sampling from B+ Trees.
http://www.gra.fo/publication/George_Panagopoulos,Bit-Sliced Signature Files for Very Large Text Databases an a Parallel Machine Architecture.
http://www.gra.fo/publication/Ronen_Feldman,Knowledge Discovery in Textual Databases (KDT).
http://www.gra.fo/publication/Andreas_Paepcke,PCLOS: Stress Testing CLOS Experiencing the Metaobject Protocol.
http://www.gra.fo/publication/Andreas_Paepcke,PCLOS: A Critical Review.
http://www.gra.fo/publication/Ming_Syan_Chen,Scheduling and Processor Allocation for Parallel Execution of Multi-Join Queries.
http://www.gra.fo/publication/Liba_Svobodova,A Reliable Object-Oriented Data Repository for a Distributed Computer System.
http://www.gra.fo/publication/Hans_Jörg_Schek,The Two Roles of Nested Relations in the DASDBS Project.
http://www.gra.fo/publication/Guy_E__Blelloch,CIS: A Massively Concurrent Rule-Based System.
http://www.gra.fo/publication/,"""Capture"
http://www.gra.fo/publication/Jeff_Sidell,Data Replication in Mariposa.
http://www.gra.fo/publication/Chang_Li,Optimizing Statistical Queries by Exploiting Orthogonality and Interval Properties of Grouping Relations.
http://www.gra.fo/publication/Mark_Sullivan,Software Defects and their Impact on System Availability: A Study of Field Failures in Operating Systems.
http://www.gra.fo/publication/Mark_Sullivan,A Comparison of Software Defects in Database Management Systems and Operating Systems.
http://www.gra.fo/publication/Surajit_Chaudhuri,Future Directions in Database Research (Panel).
http://www.gra.fo/publication/,"""On the Equivalence"
http://www.gra.fo/publication/Daniel_Aebi,Data Re-Engineering - A Case Study.
http://www.gra.fo/publication/Michael_J__Maher,A Transformation System for Deductive Database Modules with Perfect Model Semantics.
http://www.gra.fo/publication/Beng_Chin_Ooi,Extending a DBMS for Geographic Applications.
http://www.gra.fo/publication/Piotr_Indyk,Locality-Preserving Hashing in Multidimensional Spaces.
http://www.gra.fo/publication/Elisa_Bertino,Towards a Logical-Object Oriented Programming Language for Databases.
http://www.gra.fo/publication/Virgil_D__Gligor,On Denial-of-Service in Computer Networks.
http://www.gra.fo/publication/Junguk_L__Kim,A Protocol for Consistent Surveillance of a Partitioned Network for Distributed Database Systems.
http://www.gra.fo/publication/Won_Kim_____,A Protocol for Consistent Surveillance of a Partitioned Network for Distributed Database Systems.
http://www.gra.fo/publication/Kyung_Chang_Kim,A Protocol for Consistent Surveillance of a Partitioned Network for Distributed Database Systems.
http://www.gra.fo/publication/Junguk_L__Kim,Performance of Query Optimization Heuristics in Object-Oriented Databases.
http://www.gra.fo/publication/Won_Kim_____,Performance of Query Optimization Heuristics in Object-Oriented Databases.
http://www.gra.fo/publication/Kyung_Chang_Kim,Performance of Query Optimization Heuristics in Object-Oriented Databases.
http://www.gra.fo/publication/Junguk_L__Kim,On Marrying Relations and Objects: Relation-Centric and Object-Centric Perspectives.
http://www.gra.fo/publication/Won_Kim_____,On Marrying Relations and Objects: Relation-Centric and Object-Centric Perspectives.
http://www.gra.fo/publication/Kyung_Chang_Kim,On Marrying Relations and Objects: Relation-Centric and Object-Centric Perspectives.
http://www.gra.fo/publication/Michael_L__Brodie,On the Development of Data Models.
http://www.gra.fo/publication/Michael_L__Brodie,Database Management: A Survey.
http://www.gra.fo/publication/Jaideep_Srivastava,Parallelism in Database Production Systems.
http://www.gra.fo/publication/K__Mani_Chandy,Models of Distributed Systems.
http://www.gra.fo/publication/Marco_Botta,Learning Quantitative Features in a Symbolic Environment.
http://www.gra.fo/publication/Yongjian_Fu,Discovery of Multiple-Level Association Rules from Large Databases.
http://www.gra.fo/publication/Arnon_Rosenthal,"""Database Design Tools: Combining Theory"
http://www.gra.fo/publication/ER,"""Database Design Tools: Combining Theory"
http://www.gra.fo/publication/Arnon_Rosenthal,Theoretically Sound Transformations for Practical Database Design.
http://www.gra.fo/publication/ER,Theoretically Sound Transformations for Practical Database Design.
http://www.gra.fo/publication/Hongjun_Lu,Some Experimental Results on Distributed Join Algorithms in a Local Network.
http://www.gra.fo/publication/Jacob_Stein,Relaxing the Universal Relation Scheme Assumption.
http://www.gra.fo/publication/Fangqing_Dong,Deductive Databases with Incomplete Information.
http://www.gra.fo/publication/Suad_Alagic,A Temporal Constraint System for Object-Oriented Databases.
http://www.gra.fo/publication/Seok_Park,Scheduling and Concurrency Control for Real-Time Database Systems.
http://www.gra.fo/publication/Jehan_François_Pâris,Efficient Voting Protocols with Witnesses.
http://www.gra.fo/publication/Jehan_François_Pâris,Efficient Management of Replicated Data.
http://www.gra.fo/publication/Boris_I__Plotkin,Model-Theoretical and Deductive Approaches to Databases from the Point of Algebraic Logic and Geometry.
http://www.gra.fo/publication/C__J__Date,Referential Integrity
http://www.gra.fo/publication/C__J__Date,An Introduction to the Unified Database Language (UDL).
http://www.gra.fo/publication/C__J__Date,Locking and Recovery in a Shared Database System: An Application Programming Tutorial.
http://www.gra.fo/publication/Grant_Malcolm,Homomorphisms and Promotability.
http://www.gra.fo/publication/Hong_Tai_Chou,An Evaluation of Buffer Management Strategies for Relational Database Systems.
http://www.gra.fo/publication/Alistair_Moffat,Fast Ranking in Limited Space.
http://www.gra.fo/publication/Markus_Nüttgens,Business Process Modeling with EPC and UML: Transformation or Integration?
http://www.gra.fo/publication/Venu_Vasudevan,Supporting High-Bandwidth Navigation in Object-Bases.
http://www.gra.fo/publication/David_Poole_____,Normality and Faults in Logic-Based Diagnosis.
http://www.gra.fo/publication/David_Poole_____,Variables in Hypotheses.
http://www.gra.fo/publication/David_Poole_____,On the Comparison of Theories: Preferring the Most Specific Explanation.
http://www.gra.fo/publication/Yongjian_Fu,Advances of the DBLearn System for Knowledge Discovery in Large Databases.
http://www.gra.fo/publication/Allan_Borodin,Competitive Paging with Locality of Reference (Preliminary Version)
http://www.gra.fo/publication/Gerald_A__Wilson,A System for Interactive Error Detection.
http://www.gra.fo/publication/Alexandra_Poulovassilis,Extending the Functional Data Model to Computational Completeness.
http://www.gra.fo/publication/Forbes_J__Burkowski,Retrieval Activities in a Database Consisting of Heterogeneous Collections of Structured Text.
http://www.gra.fo/publication/David_Elliot_Shaw,NON-VONs Applicability to Three AI Task Areas.
http://www.gra.fo/publication/David_Elliot_Shaw,NON-VON: A Parallel Machine Architecture for Knowledge-Based Information Processing.
http://www.gra.fo/publication/Cornelis_Huizing,Modeling Statecharts Behaviour in a Fully Abstract Way.
http://www.gra.fo/publication/Michael_W__Godfrey,Secure and Portable Database Extensibility.
http://www.gra.fo/publication/Jerzy_Brzezinski,On Time Complexity of Distributed Algorithms for Generalized Deadlock Detection.
http://www.gra.fo/publication/Philip_S__Yu,Data Mining and Personalization Technologies.
http://www.gra.fo/publication/Setrag_Khoshafian,Implementation Techniques For Object Oriented Databases.
http://www.gra.fo/publication/Holger_Herbst,A Meta-Model for Business Rules in Systems Analysis
http://www.gra.fo/publication/Clement_T__Yu,Non-Binary Independence Model.
http://www.gra.fo/publication/Lars_Arge,A Unified Approach for Indexed and Non-Indexed Spatial Joins.
http://www.gra.fo/publication/Jiawei_Han_____,Selective Materialization: An Efficient Method for Spatial Data Cube Construction.
http://www.gra.fo/publication/Anthony_J__Gadient,Engineering Information Systems: Implementation Approaches and Issues.
http://www.gra.fo/publication/Roland_Dahl,IDBD - An Interactive Design Tool for CODASYL-DBTG-Type Data bases.
http://www.gra.fo/publication/M__L__Wilson,A Requirements and Design Aid for Relational Data Bases.
http://www.gra.fo/publication/Robert_K__Abbott,Scheduling I/O Requests with Deadlines: A Performance Evaluation.
http://www.gra.fo/publication/Cecil_Chua_Eng_Huang,A Heuristic Method for Correlating Attribute Group Pairs in Data Mining.
http://www.gra.fo/publication/John_K__Bennett,The Design and Implementation of Distributed Smalltalk.
http://www.gra.fo/publication/Mihalis_Yannakakis,Locking Policies: Safety and Freedom from Deadlock
http://www.gra.fo/publication/Jörg_Gebhardt,Reasoning and Learning in Probabilistic and Possibilistic Networks: An Overview.
http://www.gra.fo/publication/Foto_N__Afrati,A Hypertext Model Supporting Query Mechanisms.
http://www.gra.fo/publication/Gerhard_Fischer,Making Design Objects Relevant to the Task at Hand.
http://www.gra.fo/publication/Beat_Wüthrich,Towards Probabilistic Knowledge Bases.
http://www.gra.fo/publication/Jun_Rao,Reusing Invariants: A New Strategy for Correlated Queries.
http://www.gra.fo/publication/Jun_Rao,Making B
http://www.gra.fo/publication/Markus_A__Stricker,Similarity of Color Images.
http://www.gra.fo/publication/Jonas_M__de_Graaff,Logical Data Independence Via Views: A Misapprehension?
http://www.gra.fo/publication/David_P__Dobkin,Efficient Uses of the Past
http://www.gra.fo/publication/Divyakant_Agrawal,Efficient View Maintenance at Data Warehouses.
http://www.gra.fo/publication/Nick_Roussopoulos,ROOST: A Relational Object Oriented System.
http://www.gra.fo/publication/Eric_Jul,Fine-Grained Mobility in the Emerald System (Extended Abstract).
http://www.gra.fo/publication/Jia_Huai_You,Three-Valued Formalization of Logic Programming: Is It Needed?
http://www.gra.fo/publication/Yuzuru_Tanaka,Decomposition and Composition of a Relational Database.
http://www.gra.fo/publication/Divesh_Srivastava,Evolution and Revolutions in LDAP Directory Caches.
http://www.gra.fo/publication/John_Rosenberg,Linguistic Support for Persistent Modules and Capabilities.
http://www.gra.fo/publication/Munish_Gandhi,A Specification-Based Data Model.
http://www.gra.fo/publication/Bruce_E__Martin,Relating Distributed Objects.
http://www.gra.fo/publication/Supot_Nitsuwat,Applying Unsupervised Fuzzy C-Prototypes Clustering in Motion-Based Segmentation.
http://www.gra.fo/publication/Panos_Constantopoulos,A Browser for Software Reuse.
http://www.gra.fo/publication/John_E__Gessford,Top-Down Database Planning.
http://www.gra.fo/publication/Richard_A__Ganski,Optimization of Nested SQL Queries Revisited.
http://www.gra.fo/publication/Shashi_Shekhar,Load Balancing in High Performance GIS: Declustering Polygonal Maps.
http://www.gra.fo/publication/Gerti_Kappel,Reorganizing Object Behavior by Composition - Coping with Evolving Requirements in Office Systems.
http://www.gra.fo/publication/Guozhu_Dong,Object Behaviors and Scripts.
http://www.gra.fo/publication/Guozhu_Dong,First-Order Incremental Evaluation of Datalog Queries.
http://www.gra.fo/publication/Ranabir_Gupta,An Abstraction Mechanism for Modeling Generation.
http://www.gra.fo/publication/Bernhard_Convent,Detecting Redundant Clauses or Premises within Logic-Oriented Database Schemas.
http://www.gra.fo/publication/Drew_D__Saur,Automated Analysis and Annotation of Basketball Video.
http://www.gra.fo/publication/Edward_Y__Chang,Effective Memory Use in a Media Server.
http://www.gra.fo/publication/Toncan_Duong,A Framework of Flexible and Dynamic Integration for Multidatabases.
http://www.gra.fo/publication/C__Mohan_____,Efficient Locking and Caching of Data in the Multisystem Shard Disks Transaction Environment.
http://www.gra.fo/publication/W__Yan,Transitive Closure and the LOGA
http://www.gra.fo/publication/Gérard_Le_Lann,Synchronization.
http://www.gra.fo/publication/David_C__J__Matthews,Static and Dynamic Type Checking.
http://www.gra.fo/publication/Elaheh_Pourabbas,Characterization of Hierarchies and Some Operators in OLAP Environment.
http://www.gra.fo/publication/Yosihisa_Udagawa,An Extended Relational Database System and It's Application to Management of Logic Diagrama.
http://www.gra.fo/publication/CHI,"""Life"
http://www.gra.fo/publication/Gultekin__zsoyoglu,Information Loss in the Lattice Model of Summary Tables due to Cell Suppression.
http://www.gra.fo/publication/Catriel_Beeri,On Genericity and Parametricity.
http://www.gra.fo/publication/Chung_Keung_Poon,Orthogonal Range Queries in OLAP.
http://www.gra.fo/publication/An_Chi_Liu,Site Selection in Distributed Query Processing.
http://www.gra.fo/publication/Chengjie_Liu,Site Selection in Distributed Query Processing.
http://www.gra.fo/publication/An_Chi_Liu,Maintaining Strong Cache Consistency in the World-Wide Web.
http://www.gra.fo/publication/Chengjie_Liu,Maintaining Strong Cache Consistency in the World-Wide Web.
http://www.gra.fo/publication/Ambuj_Shatdal,Using Shared Virtual Memory for Parallel Join Processing.
http://www.gra.fo/publication/Ambuj_Shatdal,Adaptive Parallel Aggregation Algorithms.
http://www.gra.fo/publication/Richard_G__Guy,Rumor: Mobile Data Access Through Optimistic Peer-to-Peer Replication.
http://www.gra.fo/publication/Thomas_C__Rakow,Serializability in Object-Oriented Database Systems.
http://www.gra.fo/publication/Matthew_Morgenstern,Constraint Equations: A Concise Compilable Representation for Quantified Constraints in Semantic Networks.
http://www.gra.fo/publication/H__Van_Dyke_Parunak,Material Handling: A Conservative Domain for Neural Connectivity and Propagation.
http://www.gra.fo/publication/Thomas_Brinkhoff,Efficient Processing of Spatial Joins Using R-Trees.
http://www.gra.fo/publication/Tova_Milo,Index Structures for Path Expressions.
http://www.gra.fo/publication/David_K__Gifford,Semantic File Systems.
http://www.gra.fo/publication/Roberto_J__Bayardo_Jr_,Brute-Force Mining of High-Confidence Classification Rules.
http://www.gra.fo/publication/Surajit_Chaudhuri,Scalable Classification over SQL Databases.
http://www.gra.fo/publication/Eric_Amiel,Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS.
http://www.gra.fo/publication/Marco_Richeldi,JazzMatch: Fine-Grained Parallel Matching for Large Rule Sets.
http://www.gra.fo/publication/Oliver_Günther,Benchmarking Spatial Joins 
http://www.gra.fo/publication/Z__Meral__zsoyoglu,Statistical Databases.
http://www.gra.fo/publication/Mark_Palmer,Fido: A Cache That Learns to Fetch.
http://www.gra.fo/publication/Henry_F__Korth,Optimization of Object-Retrieval Queries.
http://www.gra.fo/publication/Waldemar_Wieczerzycki,Long-Duration Transaction Support in Design Databases.
http://www.gra.fo/publication/Stephen_A__Cook,The Complexity of Theorem-Proving Procedures
http://www.gra.fo/publication/Stephen_A__Cook,A Hierarchy for Nondeterministic Time Complexity
http://www.gra.fo/publication/M__Tamer__zsu,Transaction Models and Transaction Management in Object-Oriented Database Management Systems.
http://www.gra.fo/publication/Thomas_Hofmann,Probabilistic Latent Semantic Indexing.
http://www.gra.fo/publication/Robert_L__Grossman,Ptool: A Scalable Persistent Object Manager.
http://www.gra.fo/publication/David_W__Stemple,Exceeding the Limits of Polymorphism in Database Programming Languages.
http://www.gra.fo/publication/Sin_Yeung_Lee,Refined Termination Decision in Active Databases.
http://www.gra.fo/publication/Sin_Yeung_Lee,Improving Integrity Constraint Checking for Stratified Deductive Databases.
http://www.gra.fo/publication/Carlo_Batini,What is a Good Diagram? A Pragmatic Approach.
http://www.gra.fo/publication/Inderpal_Singh_Mumick,Magic is Relevant.
http://www.gra.fo/publication/Michael_Stonebraker,A Functional View of Data Independence.
http://www.gra.fo/publication/conf_sigmod___,A Functional View of Data Independence.
http://www.gra.fo/publication/Michael_Stonebraker,The Miro DBMS.
http://www.gra.fo/publication/conf_sigmod___,The Miro DBMS.
http://www.gra.fo/publication/Michael_Stonebraker,Retrieval Efficiency Using Combined Indexes.
http://www.gra.fo/publication/conf_sigmod___,Retrieval Efficiency Using Combined Indexes.
http://www.gra.fo/publication/Michael_Stonebraker,Implementation of Integrity Constraints and Views by Query Modification.
http://www.gra.fo/publication/conf_sigmod___,Implementation of Integrity Constraints and Views by Query Modification.
http://www.gra.fo/publication/Michael_Stonebraker,Are We Working On the Right Problems? (Panel).
http://www.gra.fo/publication/conf_sigmod___,Are We Working On the Right Problems? (Panel).
http://www.gra.fo/publication/Michael_Stonebraker,Managing Persistent Objects in a Multi-Level Store.
http://www.gra.fo/publication/conf_sigmod___,Managing Persistent Objects in a Multi-Level Store.
http://www.gra.fo/publication/Michael_Stonebraker,Hypothetical Data Bases as Views.
http://www.gra.fo/publication/conf_sigmod___,Hypothetical Data Bases as Views.
http://www.gra.fo/publication/Sylvanus_A__Ehikioya,A Formal Specification Strategy for Electronic Commerce.
http://www.gra.fo/publication/Darrell_Woelk,InfoSleuth: Networked Exploration of Information using Semantic Agents.
http://www.gra.fo/publication/Svetlozar_Nestorov,Extracting Schema from Semistructured Data.
http://www.gra.fo/publication/Craig_S__Freedman,The SPIFFI Scalable Video-on-Demand System.
http://www.gra.fo/publication/Nick_Scherbakov,HM data Model and its Formal Definition.
http://www.gra.fo/publication/Arie_Segev,Currency-Based Updates to Distributed Materialized Views.
http://www.gra.fo/publication/Douglas_R__Smith,Derived Preconditions and Their Use in Program Synthesis.
http://www.gra.fo/publication/M__Cecelia_Buchanan,Automatic Temporal Layout Mechanisms.
http://www.gra.fo/publication/Martin_Hardwick,ROSE: An Object-Oriented Database System for Interactive Computer Graphics Applications.
http://www.gra.fo/publication/Mati_Golani,Temporal Active Rules.
http://www.gra.fo/publication/Stefan_Berchtold,A Cost Model For Nearest Neighbor Search in High-Dimensional Data Space.
http://www.gra.fo/publication/Heinz_Frank,Towards an Automatic Integration of Statecharts.
http://www.gra.fo/publication/Edward_Omiecinski,A Global Approach to Record Clustering and File Reorganization.
http://www.gra.fo/publication/Hans_Jürgen_Appelrath,GEO - Konzept eines applikationsneutralen geographischen DB-Systems und seine Implementierung als INGRES-Frontend.
http://www.gra.fo/publication/Salvatore_J__Stolfo,JAM: Java Agents for Meta-Learning over Distributed Databases.
http://www.gra.fo/publication/Siegfried_Bell,Discovery of Constraints and Data Dependencies in Databases (Extended Abstract).
http://www.gra.fo/publication/POS,"""Design Issues for Persistent Java: A Type-Safe"
http://www.gra.fo/publication/Soumen_Chakrabarti,Improved Scheduling Algorithms for Minsum Criteria.
http://www.gra.fo/publication/Alexander_Borgida,Modeling Class Hierarchies with Contradictions.
http://www.gra.fo/publication/Robert_B__Doorenbos,Combining Left and Right Unlinking for Matching a Large Number of Learned Rules.
http://www.gra.fo/publication/Peter_G__Selfridge,Challenges for the Field of Reverse Engineering.
http://www.gra.fo/publication/M__Samy_Gamal_Eldin,Integrating Relational Databases with Support for Updates.
http://www.gra.fo/publication/Norman_Carver,Focusing in Plan Recognition.
http://www.gra.fo/publication/,"""R. S. Michalski"
http://www.gra.fo/publication/Michel_E__Adiba,Information Processing for CAD/VLSI on a Generalized Data Management System.
http://www.gra.fo/publication/Shashi_Shekhar,A Formal Model of Trade-off between Optimization and Execution Costs in Semantic Query Optimization.
http://www.gra.fo/publication/Kari_Smolander,MetaEdit - A Flexible Graphical Environment for Methodology Modelling.
http://www.gra.fo/publication/Theodore_W__Leung,The AQUA Data Model and Algebra.
http://www.gra.fo/publication/Wesley_W__Chu,Associations and Roles in Object-Oriented Modeling.
http://www.gra.fo/publication/Yoav_Shoham,A Semantical Approach to Nonmonotic Logics
http://www.gra.fo/publication/Elena_Baralis,Materialized Views Selection in a Multidimensional Database.
http://www.gra.fo/publication/Marc_H__Graham,Notions of Dependency Satisfaction.
http://www.gra.fo/publication/Pui_Ng,A Commit Protocol for Checkpointing Transactions.
http://www.gra.fo/publication/Mariano_P__Consens,Algebras for Querying Text Regions.
http://www.gra.fo/publication/Mariano_P__Consens,GraphLog: a Visual Formalism for Real Life Recursion.
http://www.gra.fo/publication/Alok_N__Choudhary,A Priority Based Probe Algorithm for Distributed Deadlock Detection and Resolution.
http://www.gra.fo/publication/Patrick_A__V__Hall,An Algebra of Relations for Machine Computation.
http://www.gra.fo/publication/Peter_McBrien,A Uniform Approach to Inter-model Transformations.
http://www.gra.fo/publication/Michael_J__Accetta,Mach: A New Kernel Foundation for UNIX Development.
http://www.gra.fo/publication/Suh_Yin_Lee,Video Indexing: An Approach Based on Moving Object and Track.
http://www.gra.fo/publication/Martin_Ester,Density-Connected Sets and their Application for Trend Detection in Spatial Databases.
http://www.gra.fo/publication/Martin_Ester,A Density-Based Algorithm for Discovering Clusters in Large Spatial Databases with Noise.
http://www.gra.fo/publication/J__M__Kemeny,Case Studies Demonstrating Applicability of Conceptual Information Models to MIS Planning Efforts.
http://www.gra.fo/publication/Anatoly_P__Pinchuk,Maintaining Dictionaries: Space-Saving Modifications of B-Trees.
http://www.gra.fo/publication/Jin_Jing,Distributed Lock Management for Mobile Transactions.
http://www.gra.fo/publication/Jianhao_Meng,CVEPS - A Compressed Video Editing and Parsing System.
http://www.gra.fo/publication/Mary_Diane_Palmer_Leland,The Silicon Database Machine.
http://www.gra.fo/publication/IWDM,The Silicon Database Machine.
http://www.gra.fo/publication/Mary_Diane_Palmer_Leland,"""The Silicon Database Machine: Rationale"
http://www.gra.fo/publication/IWDM,"""The Silicon Database Machine: Rationale"
http://www.gra.fo/publication/Qiming_Chen,A Transactional Nested Process Management System.
http://www.gra.fo/publication/Qiming_Chen,Failure Handling for Transaction Hierarchies.
http://www.gra.fo/publication/Yingwei_Cui,Practical Lineage Tracing in Data Warehouses.
http://www.gra.fo/publication/James_A__Larson,The Forms Pattern Language.
http://www.gra.fo/publication/Sung_Hyon_Myaeng,A Flexible Model for Retrieval of SGML Documents.
http://www.gra.fo/publication/S__C__Hansen,An Extended Memoryless Inference Control Method: Accounting for Dependence in Table-level Controls.
http://www.gra.fo/publication/Sang_Hyuk_Son,Performance Evaluation of Multiversion Database Systems.
http://www.gra.fo/publication/Armando_Fox,Cluster-Based Scalable Network Services.
http://www.gra.fo/publication/Philip_A__Bernstein,Fast Maintenance of Semantic Integrity Assertions Using Redundant Aggregate Data.
http://www.gra.fo/publication/Graham_N__C__Kirby,Evolving Persistent Applications on Commercial Platforms.
http://www.gra.fo/publication/Haruo_Yokota,Deductive Database System based on Unit Resolution.
http://www.gra.fo/publication/Chen_Li_____,On Answering Queries in the Presence of Limited Access Patterns.
http://www.gra.fo/publication/Terrence_R__Crowley,MMConf: An Infrastructure for Building Shared Multimedia Applications.
http://www.gra.fo/publication/S__Bing_Yao,An Integrated Approach to Database Design.
http://www.gra.fo/publication/Gary_Lindstrom,Stream-Based Execution of Logic Programming.
http://www.gra.fo/publication/Sibel_Adali,Query Caching and Optimization in Distributed Mediator Systems.
http://www.gra.fo/publication/Shin_ichi_Konomi,Cooperative View Mechanisms in Distributed Multiuser Hypermedia Environments.
http://www.gra.fo/publication/Bruce_Krulwich,Learning User Interests in Heterogeneous Information Repositories.
http://www.gra.fo/publication/Erich_J__Neuhold,Dynamic Derivation of Personalized Views.
http://www.gra.fo/publication/Gregory_S__Hoppenstand,Secure Access Control with High Access Precision: An Efficient Approach to Multilevel Security.
http://www.gra.fo/publication/Amihai_Motro,Multiplex: A Formal Model for Multidatabases and Its Implementation.
http://www.gra.fo/publication/David_Maier_____,A Call to Order.
http://www.gra.fo/publication/Carlos_A__Heuser,On the Relationship between Conceptual Schemata and Integrity Contraints on Databases.
http://www.gra.fo/publication/Paolo_Atzeni,Schema Translation between Heterogeneous Data Models in a Lattice Framework.
http://www.gra.fo/publication/Theodore_Johnson,Approximate Analysis of Reader and Writer Access to a Shared Resource.
http://www.gra.fo/publication/Neil_W__Webre,An Extended Entity-Relationship Model and Its Use on a Defense Project.
http://www.gra.fo/publication/Qiang_Zhu_____,A Query Sampling Method of Estimating Local Cost Parameters in a Multidatabase System.
http://www.gra.fo/publication/Arnon_Rosenthal,Traversal Recursion: A Practical Approach to Supporting Recursive Applications.
http://www.gra.fo/publication/Kenneth_M__Kahn,A Primitive for the Control of Logic Programs.
http://www.gra.fo/publication/Ashraf_Aboulnaga,Self-tuning Histograms: Building Histograms Without Looking at Data.
http://www.gra.fo/publication/Garth_A__Gibson,Storage Technology: RAID and Beyond.
http://www.gra.fo/publication/Elena_Baralis,Amore: An Integrated Environment for Database Mining.
http://www.gra.fo/publication/Kim_B__Bruce,An Algebraic Model of Subtype and Inheritance.
http://www.gra.fo/publication/Ronald_Fagin,The Decomposition Versus Synthetic Approach to Relational Database Design.
http://www.gra.fo/publication/Margareta_Dina_Draghici,An Extended View on Data Base Conceptual Design.
http://www.gra.fo/publication/Philippe_Nobecourt,Temporal Management in an Extended relational DBMS.
http://www.gra.fo/publication/Patrick_D__Hogan,Satellite Data Management for Effective Data Access.
http://www.gra.fo/publication/Toru_Ishida_____,An Organizational Approach to Adaptive Production Systems.
http://www.gra.fo/publication/Wolfgang_Emmerich,Databases for Software Engineering Environments - The Goal has not yet been attained.
http://www.gra.fo/publication/Filippo_Cacace,Consistency and Non-determinism in a Database Programming Language.
http://www.gra.fo/publication/Michael_Bieber,"""Issues in Modeling a """"Dynamic"""" Hypertext Interface for Non-Hypertext Systems."""
http://www.gra.fo/publication/Selmin_Nurcan,Describing Business Processes with a Guided Use Case Approach.
http://www.gra.fo/publication/Bhavani_M__Thuraisingham,Mandatory Security in Object-Oriented Database Systems.
http://www.gra.fo/publication/Vladimir_Yu__Sazonov,On Existence of Complete Predicate Calculus in Metamathematics without Exponentiation.
http://www.gra.fo/publication/Vladimir_Yu__Sazonov,"""A Logical Approach to the Problem """"P=NP?""""."""
http://www.gra.fo/publication/,"""EXPRESS: A Data EXtraction"
http://www.gra.fo/publication/James_Leslie_Keedy,Support for Objects in the MONADS Architecture.
http://www.gra.fo/publication/Jay_M__Tenenbaum,CommerceNet: Spontaneous Electronic Commerce on the Internet.
http://www.gra.fo/publication/Antonio_L__Furtado,Verification and Testing of S-ER Representations.
http://www.gra.fo/publication/Daniel_E__Rose,Content Awareness in a File System Interface: Implementing the 'Pile' Metaphor for Organizing Information.
http://www.gra.fo/publication/Günter_von_Bültzingsloewen,Active Information Delivery in a CORBA-based Distributed Information System.
http://www.gra.fo/publication/Günter_von_Bültzingsloewen,Poster on Accept Heterogeneity: An Event Monitoring Service for CORBA-based Heterogeneous Information Systems.
http://www.gra.fo/publication/Sushil_Jajodia,Universal and Representative Instances Using Unmarked Nulls.
http://www.gra.fo/publication/Fabrizio_Ferrandina,An Integrated Approach to Schema Evolution for Object Databases.
http://www.gra.fo/publication/E__F__Codd,An Evaluation Scheme for Database Management Systems that are claimed to be Relational.
http://www.gra.fo/publication/Bernhard_Nebel,Terminological reasoning and Information Management.
http://www.gra.fo/publication/Alan_J__Demers,Incremental Evaluation for Attribute Grammars with Application to Syntax-Directed Editors.
