author,title
http://www.gra.fo/publication/Diego_Calvanese,Rewriting of Regular Expressions and Regular Path Queries.
http://www.gra.fo/publication/Diego_Calvanese,View-Based Query Processing for Regular Path Queries with Inverse.
http://www.gra.fo/publication/Claudio_Bettini,Testing Complex Temporal Relationships Involving Multiple Granularities and Its Application to Data Mining.
http://www.gra.fo/publication/Richard_Boyd,Incorporating Semantics Within a Connectionist Model and a Vector Processing Model.
http://www.gra.fo/publication/Eran_Tuv,A Storage Manager for the Hypernode Model.
http://www.gra.fo/publication/Harumi_A__Kuno,Using Object-Oriented Principles to Optimize Update Propagation to Materialized Views.
http://www.gra.fo/publication/Laura_De_Young,Hypertext Challenges in the Auditing Domain.
http://www.gra.fo/publication/Kaushik_Chakrabarti,The Hybrid Tree: An Index Structure for High Dimensional Feature Spaces.
http://www.gra.fo/publication/Kaushik_Chakrabarti,Dynamic Granular Locking Approach to Phantom Protection in R-Trees.
http://www.gra.fo/publication/XPS,"""G-KARL: A Graphical"
http://www.gra.fo/publication/P__C__Aristides,Fast Read-Only Transactions in Replicated Databases.
http://www.gra.fo/publication/Akhil_Kumar_____,Semantics Based Transaction Management Techniques for Replicated Data.
http://www.gra.fo/publication/Dolors_Costal,Temporal Features of Class Populations and Attributes in Conceptual Models.
http://www.gra.fo/publication/Paolo_Atzeni,IsaLog: A declarative language for complex objects with hierarchies.
http://www.gra.fo/publication/Paul_K__Blackwell,A View of Database Management Systems as Abstract Data Types.
http://www.gra.fo/publication/François_Bancilhon,On the Completeness of Query Languages for Relational Data Bases.
http://www.gra.fo/publication/Timos_K__Sellis,Efficiently Supporting Procedures in Relational Database Systems.
http://www.gra.fo/publication/Timos_K__Sellis,Global Query Optimization.
http://www.gra.fo/publication/Eric_W__Brown_____,Fast Evaluation of Structured Queries for Information Retrieval.
http://www.gra.fo/publication/Martin_L__Kersten,Query Optimization Strategies for Browsing Sessions.
http://www.gra.fo/publication/Vassilis_Christophides,Onthology-Driven Integration of Scientific Repositories.
http://www.gra.fo/publication/Tok_Wang_Ling,An Efficient View Maintenance Algorithm for Data Warehousing.
http://www.gra.fo/publication/Tok_Wang_Ling,A Theory for Entity-Relationship View Updates.
http://www.gra.fo/publication/Tok_Wang_Ling,A Prolog Implementation of an Entity-Relationship Based Database Management System.
http://www.gra.fo/publication/Motoshi_Saeki,Object-Oriented Meta Modelling.
http://www.gra.fo/publication/Moira_C__Norrie,Universal Contextual Queries in Database Networks.
http://www.gra.fo/publication/Jochen_Van_den_Bercken,A Generic Approach to Bulk Loading Multidimensional Index Structures.
http://www.gra.fo/publication/Robert_Müller_____,Rule-Based Dynamic Modification of Workflows in a Medical Domain.
http://www.gra.fo/publication/Georg_Gottlob,A Comparison of Structural CSP Decomposition Methods.
http://www.gra.fo/publication/Amarnath_Gupta,An Extended Object-Oriented Data Model for Large Image Bases.
http://www.gra.fo/publication/Karen_Chase,Join Graphs and Acyclic Database Schemes
http://www.gra.fo/publication/Wenke_Lee,Mining Audit Data to Build Intrusion Detection Models.
http://www.gra.fo/publication/Alexandre_V__Zamulin,Data Base Programming Tools in the Atlant Language.
http://www.gra.fo/publication/Alistair_Moffat,An All Pairs Shortest Path Algorithm with Expected Running Time O(n^2 log n)
http://www.gra.fo/publication/Simon_J__Lai,Cost Efficient Adaptive Protocol with Buffering for Advanced Mobile Database Applications.
http://www.gra.fo/publication/Otto_Rauh,Standard Transformations for the Normalization of ER Schemata
http://www.gra.fo/publication/Peter_A__Franaszek,Distributed Concurrency Control with Limited Wait-Depth.
http://www.gra.fo/publication/Philippe_Pucheral,Pipelined Query Processing in the DBGraph Storage Model.
http://www.gra.fo/publication/Weimin_Du,Quasi Serializability: a Correctness Criterion for Global Concurrency Control in InterBase.
http://www.gra.fo/publication/G__Michael_Schneider,A Relational View of the Data Independent Accessing Model.
http://www.gra.fo/publication/L__S__Schneider,A Relational View of the Data Independent Accessing Model.
http://www.gra.fo/publication/G__Michael_Schneider,DSCL - A Data Specification and Conversion Language for Networks.
http://www.gra.fo/publication/L__S__Schneider,DSCL - A Data Specification and Conversion Language for Networks.
http://www.gra.fo/publication/Axel_Mönkeberg,Conflict-driven Load Control for the Avoidance of Data-Contention Thrashing.
http://www.gra.fo/publication/H__Bernhard_Paul,Unterstützung des Büro-Ablage-Service durch ein Datenbankkernsystem.
http://www.gra.fo/publication/Luis_M__Bernardo,Determining the Optimal File Size on Tertiary Storage Systems Based on the Distribution of Query Sizes.
http://www.gra.fo/publication/M__Nakano,The Implementation of DBMS for the Specific Field.
http://www.gra.fo/publication/Peter_T__Wood,Bottom-Up Evaluation of DataHiLog.
http://www.gra.fo/publication/Jean_Raymond_Abrial,A Formal Approach To Large Software Construction.
http://www.gra.fo/publication/V__Srinivasan,Compensation-Based On-Line Query Processing.
http://www.gra.fo/publication/V__Srinivasan,Performance of B-Tree Concurrency Algorithms.
http://www.gra.fo/publication/Ramez_Elmasri,A Graphical Query Facility for ER Databases.
http://www.gra.fo/publication/Munish_Gandhi,Levelled Entity Relationship Model.
http://www.gra.fo/publication/Serge_Abiteboul,Generic Computation and Its Complexity
http://www.gra.fo/publication/Ravi_Krishnamurthy,Database Transactions in LDL.
http://www.gra.fo/publication/Mountaz_Zizi,Accessing Hyperdocuments through Interactive Dynamic Maps.
http://www.gra.fo/publication/Antony_L__Hosking,Protection Traps and Alternatives for Memory Management of an Object-Oriented Language.
http://www.gra.fo/publication/Daniel_Barbará,Protocols for Dynamic Vote Reassignment.
http://www.gra.fo/publication/,"""Motivation Analysis"
http://www.gra.fo/publication/Michel_E__Adiba,Modeling Complex Objects for Multimedia Databases.
http://www.gra.fo/publication/Hans_Peter_Kriegel,3D Similarity Search by Shape Approximation.
http://www.gra.fo/publication/Paul_Ammann,Planar Lattice Security Structures for Multilevel Replicated Databases.
http://www.gra.fo/publication/DBSec,Planar Lattice Security Structures for Multilevel Replicated Databases.
http://www.gra.fo/publication/Paul_Ammann,"""A Timestamp Ordering Algorithm for Secure"
http://www.gra.fo/publication/DBSec,"""A Timestamp Ordering Algorithm for Secure"
http://www.gra.fo/publication/Aziz_Ait_Braham,Conceptual Modelling and Manipulation of Temporal Databases.
http://www.gra.fo/publication/Shashi_Shekhar,MoBiLe Files and Efficient Processing of Path Queries on Scientific Data.
http://www.gra.fo/publication/Chendong_Zou,On-line Reorganization of Sparsely-populated B+trees.
http://www.gra.fo/publication/Ignacio_R__Casas,A Buffer Management Model For Use In Predicting Overall Database System Performance.
http://www.gra.fo/publication/Rakesh_Agrawal_____,ODE (Object Database and Environment): The Language and the Data Model.
http://www.gra.fo/publication/Paolo_Atzeni,Algorithms for Set Containment Inference.
http://www.gra.fo/publication/Mikkel_Thorup,On RAM Priority Queues.
http://www.gra.fo/publication/Stefano_Ceri,Chimera: A Model and Language for Active DOOD Systems.
http://www.gra.fo/publication/,"""Document Formatting Systems: Survey"
http://www.gra.fo/publication/Jiawei_Han_____,What Kinds of Recursion Can Be Processed by Transitive Closure Strategies?
http://www.gra.fo/publication/Patrick_Dunne,The Impact of Using Class Inheritance in a Distributed Information System.
http://www.gra.fo/publication/Larry_S__Davis,Pattern Databases.
http://www.gra.fo/publication/M__T__Fang,The Idea of De-Clustering and its Applications.
http://www.gra.fo/publication/Subbu_N__Subramanian,Cost-Based Optimization of Decision Support Queries Using Transient Views.
http://www.gra.fo/publication/Peter_Baumann_____,Spatio-Temporal Retrieval with RasDaMan.
http://www.gra.fo/publication/Michael_Pasieka,Distributed Multimedia: How Can the Necessary Data Rates be Supported?
http://www.gra.fo/publication/Forouzan_Golshani,A Modal System of Algebras for Database Specification and Query/Update Language Support.
http://www.gra.fo/publication/Eugene_I__Lowenthal,Database Research at MCC (Abstract).
http://www.gra.fo/publication/Eugene_I__Lowenthal,A Survey: The Application of Data Base Management Computers in Distributed Systems.
http://www.gra.fo/publication/Robert_T__Leskovar,Interoperability in an Agent-based Workflow System.
http://www.gra.fo/publication/Carmem_S__Hara,Reasoning about Nested Functional Dependencies.
http://www.gra.fo/publication/Salvatore_J__Stolfo,DADO: A Tree-Structured Machine Architecture for Production Systems.
http://www.gra.fo/publication/Larissa_Ismailova,An Object Evaluator to Generate flexible Applications (Extended Abstract).
http://www.gra.fo/publication/Kazimierz_Subieta,Viewers: A Data-World Analogue of Procedure Calls.
http://www.gra.fo/publication/Andrew_P__Black,Supporting Distributed Applications: Experience with Eden.
http://www.gra.fo/publication/Philip_S__Yu,Optimal Buffer Allocation in A Multi-Query Environment.
http://www.gra.fo/publication/Giorgio_Ausiello,Conceptual Relations between Databases Transformed under Join and Projection.
http://www.gra.fo/publication/Baruch_Awerbuch,Efficient and Reliable Broadcast is Achievable in an Eventually Connected Network.
http://www.gra.fo/publication/Anthony_J__Bonner,Hypothetical Datalog: Negation and Linear Recursion.
http://www.gra.fo/publication/PODS,Hypothetical Datalog: Negation and Linear Recursion.
http://www.gra.fo/publication/Anthony_J__Bonner,The Complexity of Reusing and Modifying Rulebases.
http://www.gra.fo/publication/PODS,The Complexity of Reusing and Modifying Rulebases.
http://www.gra.fo/publication/Anthony_J__Bonner,"""Workflow"
http://www.gra.fo/publication/PODS,"""Workflow"
http://www.gra.fo/publication/Leonid_Libkin,Query Language Primitives for Programming with Incomplete Databases.
http://www.gra.fo/publication/Rubens_N__Melo,Monitoring Integrity Constraints in a CODASYL-Like DBMS.
http://www.gra.fo/publication/Amihai_Motro,Constructing Superviews.
http://www.gra.fo/publication/Divesh_Srivastava,Coral++: Adding Object-Orientation to a Logic Database Language.
http://www.gra.fo/publication/Robert_Laurini,ER Modelling for Urban Data Management.
http://www.gra.fo/publication/Lilian_Harada,Query Processing for Multi-Attribute Clustered Records.
http://www.gra.fo/publication/Hongjun_Lu,Design and Evaluation of Algorithms to Compute the Transitive Closure of a Database Relation.
http://www.gra.fo/publication/Theodore_W__Leung,Scheduling Resource Usage in Object-Oriented Queries.
http://www.gra.fo/publication/Christine_Hofmeister,An Industrial Perspective of Software Architecture.
http://www.gra.fo/publication/SIGMOD_Conference,"""Building a Scaleable Geo-Spatial DBMS: Technology"
http://www.gra.fo/publication/Paolo_Atzeni,MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes.
http://www.gra.fo/publication/Paolo_Atzeni,Efficient Updates to Independent Schemes in the Weak Instance Model.
http://www.gra.fo/publication/Eithan_Ephrati,The Clarke Tax as a Consensus Mechanism Among Automated Agents.
http://www.gra.fo/publication/Xu_Wu,KDA: A Knowledge-based Database Assistant.
http://www.gra.fo/publication/Pavel_Zezula,Hamming Filters: A Dynamic Signature File Organization for Parallel Stores.
http://www.gra.fo/publication/Ching_Tien_Ho,Partial-Sum Queries in Data Cubes Using Covering Codes.
http://www.gra.fo/publication/W__G__Driggers,A Crop Condition Assessment Database.
http://www.gra.fo/publication/Johann_A__Makowsky,Characterizing Data Base Dependencies.
http://www.gra.fo/publication/Jiawei_Han_____,GeoMiner: A System Prototype for Spatial Data Mining.
http://www.gra.fo/publication/Diego_Calvanese,Information Integration: Conceptual Modeling and Reasoning Support.
http://www.gra.fo/publication/Francesco_M__Donini,Tractable Concept Languages.
http://www.gra.fo/publication/Renate_Kempf,Teaching Object-Oriented Programming with the KEE System.
http://www.gra.fo/publication/Charles_Kellogg,A Deductive Capability for Data Management.
http://www.gra.fo/publication/Mark_L__McAuliffe,Towards Effective and Efficient Free Space Management.
http://www.gra.fo/publication/Serge_Abiteboul,Disaggregations in Databases.
http://www.gra.fo/publication/Marek_Rusinkiewicz,Panel on Multi-Database Systems.
http://www.gra.fo/publication/Kurt_Rothermel,ARIES/NT: A Recovery Method Based on Write-Ahead Logging for Nested Transactions.
http://www.gra.fo/publication/Lois_M__L__Delcambre,Reusing (Shrink Wrap) Schemas by Modifying Concept Schemas.
http://www.gra.fo/publication/Jürgen_F__H__Winkler,Version Control in Families of Large Programs.
http://www.gra.fo/publication/Leonard_J__Bass,The Access Method Used in a Scientific Data Management System.
http://www.gra.fo/publication/Ming_Syan_Chen,Using Join Operations as Reducers in Distributed Query Processing.
http://www.gra.fo/publication/Erich_Grädel,The Complexity of Query Reliability.
http://www.gra.fo/publication/Sang_Kyun_Cha,Kaleidoscope: A Cooperative Menu-Guided Query Interface.
http://www.gra.fo/publication/David_P__Dobkin,Computing the Discrepancy.
http://www.gra.fo/publication/Zhan_Cui,Qualitative and Topological Relationships in Spatial Databases.
http://www.gra.fo/publication/Ophir_Frieder,On the Allocation of Documents in Multiprocessor Information Retrieval Systems.
http://www.gra.fo/publication/Jean_Michel_Hélary,Detection of Stable Properties in Distributed Applications.
http://www.gra.fo/publication/Tzi_cker_Chiueh,Multi-Resolution Video Representation for Parallel Disk Arrays.
http://www.gra.fo/publication/Kazimierz_Subieta,LOQIS: The Object-Oriented Database Programming System.
http://www.gra.fo/publication/Mike_Paterson,Linear Unification
http://www.gra.fo/publication/,"""An Incremental Access Method for ViewCache: Concept"
http://www.gra.fo/publication/Nick_Roussopoulos,"""An Incremental Access Method for ViewCache: Concept"
http://www.gra.fo/publication/,View Indexing in Relational Databases.
http://www.gra.fo/publication/Nick_Roussopoulos,View Indexing in Relational Databases.
http://www.gra.fo/publication/Foto_N__Afrati,Answering Queries Using Materialized Views with Disjunctions.
http://www.gra.fo/publication/Jack_C__Wileden,Specification Level Interoperability.
http://www.gra.fo/publication/Keung_Chi_Ng,Consensus in a Multi-Expert System.
http://www.gra.fo/publication/Meike_Klettke,Reuse of Database Design Decisions.
http://www.gra.fo/publication/David_J__DeWitt,A Single-User Performance Evaluation of the Teradata Database Machine.
http://www.gra.fo/publication/Li_Yan_Yuan,On the Extension of Logic Programming with Negation through Uniform Proofs.
http://www.gra.fo/publication/Phan_Minh_Dung,A Fixpoint Approach to Declarative Semantics of Logic Programs.
http://www.gra.fo/publication/Ron_Kohavi,A Study of Cross-Validation and Bootstrap for Accuracy Estimation and Model Selection.
http://www.gra.fo/publication/Tadeusz_Radecki,A Model of a Document-Clustering-Based Information Retrieval System with a Boolean Search Request Formulation.
http://www.gra.fo/publication/K__Woehl,Automatic Classification of Office Documents by Coupling Relational Data Bases and PROLOG Expert Systems.
http://www.gra.fo/publication/Simonas_Saltenis,Indexing the Positions of Continuously Moving Objects.
http://www.gra.fo/publication/Jian_Yun_Nie,Towards a Probabilistic Modal Logic for Semantic-based Information Retrieval.
http://www.gra.fo/publication/Els_Laenens,Extending Logic Programming.
http://www.gra.fo/publication/Eduardo_B__Fernández,Definition and Evaluation of Access Rules in Data Management Systems.
http://www.gra.fo/publication/Peter_Kjellberg,Cascade Hashing.
http://www.gra.fo/publication/David_Konopnicki,WWW Exploration Queries.
http://www.gra.fo/publication/Rosine_Cicchetti,A Logical Summary-Data Model for Macro Statistical Databases.
http://www.gra.fo/publication/Peter_B__Ladkin,Time Representation: A Taxonomy of Internal Relations.
http://www.gra.fo/publication/Venkatesh_Ganti,A Framework for Measuring Changes in Data Characteristics.
http://www.gra.fo/publication/J__P__DeBlasis,Review of Data Base Administrators Functions from a Survey.
http://www.gra.fo/publication/Myoung_Ho_Kim,Optimal File Distribution For Partial Match Retrieval.
http://www.gra.fo/publication/Thomas_A__Mück,Indexing Type Hierarchies with Multikey Structures.
http://www.gra.fo/publication/Raghu_Ramakrishnan,Controlling the Search in Bottom-Up Evaluation.
http://www.gra.fo/publication/Jeffery_Westbrook,Load Balancing for Response Time.
http://www.gra.fo/publication/Ezio_Lefons,An Analytic Approach to Statistical Databases.
http://www.gra.fo/publication/Alexandros_Biliris,BeSS: Storage Support for Interactive Visualization Systems.
http://www.gra.fo/publication/Peter_A__Ng,A Formal Definition of Entity-Relationship Models.
http://www.gra.fo/publication/Seshashayee_S__Murthy,PROMPT: An Innovative Design Tool.
http://www.gra.fo/publication/T__H__Merrett,Database Cost Analysis: a Top-Down Approach.
http://www.gra.fo/publication/Peter_J__Nürnberg,Digital Libraries: Issues and Architectures.
http://www.gra.fo/publication/Elias_Dahlhaus,Is SETL a Suitable Language for Parallel Programming - A Theoretical Approach.
http://www.gra.fo/publication/Federico_Barbic,The Type Concept in Office Document Retrieval.
http://www.gra.fo/publication/Michael_J__Maher,Chasing Constrained Tuple-Generating Dependencies.
http://www.gra.fo/publication/Oscar_Nierstrasz,An Object-Oriented Environment for OIS Applications.
http://www.gra.fo/publication/David_J__DeWitt,Implementation Techniques for Main Memory Database Systems.
http://www.gra.fo/publication/Erhard_Rahm,Evaluation of Closely Coupled Systems for High Performance Database Processing.
http://www.gra.fo/publication/Erhard_Rahm,Design of Optimistic Methods for Concurrency Control in Database Sharing Systems.
http://www.gra.fo/publication/Claudia_Bauzer_Medeiros,Understanding the Implications of View Update Policies.
http://www.gra.fo/publication/Mariano_P__Consens,Hy+: A Hygraph-based Query and Visualization System.
http://www.gra.fo/publication/Mariano_P__Consens,The G+/GraphLog Visual Query System.
http://www.gra.fo/publication/Mariano_P__Consens,Optimizing Queries on Files.
http://www.gra.fo/publication/Ashok_K__Chandra,Optimal Implementation of Conjunctive Queries in Relational Data Bases
http://www.gra.fo/publication/A__Ramfos,A Meta-Translation System for Object-Oriented to Relational Schema Translations.
http://www.gra.fo/publication/Andreas_Koeller,Integrating the Rewriting and Ranking Phases of View Synchronization.
http://www.gra.fo/publication/Rakesh_Chandra,Implementing Calendars and Temporal Rules in Next Generation Databases.
http://www.gra.fo/publication/Raghu_Ramakrishnan,CORAL - A Database Programming Language.
http://www.gra.fo/publication/Peter_M__D__Gray,Parallel Database Systems 101.
http://www.gra.fo/publication/Jim_Gray_____,Parallel Database Systems 101.
http://www.gra.fo/publication/Peter_M__D__Gray,Practical Problems in Data Management - A Position Paper.
http://www.gra.fo/publication/Jim_Gray_____,Practical Problems in Data Management - A Position Paper.
http://www.gra.fo/publication/Peter_M__D__Gray,Efficient Prolog Access to CODASYL and FDM Databases.
http://www.gra.fo/publication/Jim_Gray_____,Efficient Prolog Access to CODASYL and FDM Databases.
http://www.gra.fo/publication/Ramana_Yerneni,Computing Capabilities of Mediators.
http://www.gra.fo/publication/Todd_C__Mowry,Design and Evaluation of a Compiler Algorithm for Prefetching.
http://www.gra.fo/publication/Vlad_Ingar_Wietrzyk,VERSANT Architecture: Supporting High - Performance Object Databases.
http://www.gra.fo/publication/Margaret_H__Eich,A Classification and Comparison of Main Memory Database Recovery Techniques.
http://www.gra.fo/publication/Neil_C__Rowe,Top-Down Statistical Estimation on a Database.
http://www.gra.fo/publication/conf_sigmod___p,Top-Down Statistical Estimation on a Database.
http://www.gra.fo/publication/Neil_C__Rowe,Data Abstraction From a Programming Language Viewpoint.
http://www.gra.fo/publication/conf_sigmod___p,Data Abstraction From a Programming Language Viewpoint.
http://www.gra.fo/publication/Antonio_Albano,An Overview of Sidereus: A Graphical Database Schema Editor for Galileo.
http://www.gra.fo/publication/Remzi_H__Arpaci_Dusseau,High-Performance Sorting on Networks of Workstations.
http://www.gra.fo/publication/Gary_J__Nut,Microprocessor Implementation of a Parallel Processor.
http://www.gra.fo/publication/Jochen_Seemann,Pattern-Based Design Recovery of Java Software.
http://www.gra.fo/publication/Dean_S__Daniels,Distributed Logging for Transaction Processing.
http://www.gra.fo/publication/Sudhir_Kaushik,Direct Manipulation Spatial Exploration Using SVIQUEL.
http://www.gra.fo/publication/G__Barbara_Demo,Analysis of the Context Dependency of CODASYL Find-Statements with Application to Database Program Conversion.
http://www.gra.fo/publication/Ying_Kuei_Yang,A Low-Cost Geometry-Preserving Image Database System.
http://www.gra.fo/publication/Antoni_Olivé,Relationship Reification: A Temporal View.
http://www.gra.fo/publication/François_Bry,Logic Programming as Constructivism: A Formalization and its Application to Databases.
http://www.gra.fo/publication/Arie_Segev,Supporting Statistical Operations in Extensible Databases: A Case Study.
http://www.gra.fo/publication/Georg_Gottlob,Second Order Logic and the Weak Exponential Hierarchies.
http://www.gra.fo/publication/Ana_Lucas,Implementation of the IRRD Data Base in Portugal.
http://www.gra.fo/publication/Gabriel_M__Kuper,On the Complexity of Queries in the Logical Data Model (Extended Abstract).
http://www.gra.fo/publication/Udo_Nink,Using the STEP Standard and Databases in Science
http://www.gra.fo/publication/Maurizio_Lenzerini,On The Satisfiability of Dependency Constraints in Entity-Relationship Schemata.
http://www.gra.fo/publication/Aris_M__Ouksel,Coordinating Knowledge Elicitation to Support Context Construction in Cooperative Information Systems.
http://www.gra.fo/publication/Ronald_J__Brachman,The Tractability of Subsumption in Frame-Based Description Languages.
http://www.gra.fo/publication/Mitch_Cherniack,Changing the Rules: Transformations for Rule-Based Optimizers.
http://www.gra.fo/publication/Mitch_Cherniack,Rule Languages and Internal Algebras for Rule-Based Optimizers.
http://www.gra.fo/publication/Jerome_M__Fox,Implementing a Self-Defining Entity-Relationship Model to Hold Conceptual View Information.
http://www.gra.fo/publication/Friedemann_Schwenkreis,APRICOTS - A Prototype Implementation of a ConTract System: Management of the Control Flow and the Communication System.
http://www.gra.fo/publication/Elisa_Bertino,Data Hiding and Security in Object-Oriented Databases.
http://www.gra.fo/publication/Elisa_Bertino,An Indexing Technique for Object-Oriented Databases.
http://www.gra.fo/publication/János_Demetrovics,On the Representation of Dependencies by Propositional Logic.
http://www.gra.fo/publication/Yasushi_Ogawa,A New Indexing and Text Ranking Method for Japanese Text Databases Using Simple-Word Compounds as Keywords.
http://www.gra.fo/publication/Peter_Buneman,Why and Where: A Characterization of Data Provenance.
http://www.gra.fo/publication/Eric_N__Hanson,An Introduction to the TriggerMan Asynchronous Trigger Processor.
http://www.gra.fo/publication/Katsumi_Tanaka,HistoryChart: A Visual Language for Historical Databases.
http://www.gra.fo/publication/Marco_A__Casanova,A Declarative Conceptual Modelling Language: Description and Example Applications.
http://www.gra.fo/publication/Luís_Damas,Principal Type-Schemes for Functional Programs.
http://www.gra.fo/publication/Quan_Xia,Supporting Web-Based Database Application Development.
http://www.gra.fo/publication/Nevin_Heintze,Set Constraints and Set-Based Analysis.
http://www.gra.fo/publication/Mark_Sullivan,An Index Implementation Supporting Fast Recovery for the POSTGRES Storage System.
http://www.gra.fo/publication/,"""Enhancement Schemes for Constraint Processing: Backjumping"
http://www.gra.fo/publication/Rina_Dechter,"""Enhancement Schemes for Constraint Processing: Backjumping"
http://www.gra.fo/publication/,From Local to Global Consistency.
http://www.gra.fo/publication/Rina_Dechter,From Local to Global Consistency.
http://www.gra.fo/publication/Damianos_Chatziantoniou,Groupwise Processing of Relational Queries.
http://www.gra.fo/publication/Damianos_Chatziantoniou,Querying Multiple Features of Groups in Relational Databases.
http://www.gra.fo/publication/Edmund_M__Clarke,Verification of the Futurebus+ Cache Coherence Protocol.
http://www.gra.fo/publication/Sanggoo_Lee,Semantic Query Optimization in Recursive Databases.
http://www.gra.fo/publication/Ralf_Kramer,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial).
http://www.gra.fo/publication/Henry_F__Korth,A Formal Approach to Recovery by Compensating Transactions.
http://www.gra.fo/publication/Richard_J__LeBlanc,Event-Driven Monitoring of Distributed Programs.
http://www.gra.fo/publication/Raghu_Ramakrishnan,Proof-Tree Transformation Theorems and Their Applications.
http://www.gra.fo/publication/Tetsuji_Satoh,A Compact Multiway Merge Sorter using Linear-Array Comparators.
http://www.gra.fo/publication/Suad_Alagic,Orthogonal to the Java Imperative.
http://www.gra.fo/publication/Tatsuo_Nakajima,Commutativity Based Concurrency Control and Recovery for Multiversion Objects.
http://www.gra.fo/publication/Rongquen_Chen,Precise Detection and Proper Handling of View Maintenance Anomalies in a Multidatabase Environment.
http://www.gra.fo/publication/Steven_P__Reiss,Non-reversible Privacy Transformations.
http://www.gra.fo/publication/Allen_Van_Gelder,Deriving Constraints Among Argument Sizes in Logic Programs.
http://www.gra.fo/publication/Allen_Van_Gelder,The Alternating Fixpoint of Logic Programs with Negation.
http://www.gra.fo/publication/Allen_Van_Gelder,Multiple Join Size Estimation by Virtual Domains.
http://www.gra.fo/publication/Allen_Van_Gelder,The Well-Founded Semantics of Aggregation.
http://www.gra.fo/publication/Ahmed_K__Elmagarmid,Deadlock Detection Algorithms in Distributed Database Systems.
http://www.gra.fo/publication/Krzysztof_Koperski,Discovery of Spatial Association Rules in Geographic Information Databases.
http://www.gra.fo/publication/Richard_F__Gilberg,A Schema Methodology for Large Entity-Relationship Diagrams.
http://www.gra.fo/publication/Gerti_Kappel,A Transaction Model For Handling Composite Events.
http://www.gra.fo/publication/Peter_J__Nürnberg,Hypermedia Operating Systems: A New Paradigm for Computing.
http://www.gra.fo/publication/Yoshinori_Hara,Implementing Hypertext Database Relationships through Aggregations and Exceptions.
http://www.gra.fo/publication/Danilo_Montesi,A Transaction Transformation Approach to Active Rule Processing.
http://www.gra.fo/publication/V__S__Subrahmanian,On the Semantics of Quantitative Logic Programs.
http://www.gra.fo/publication/Yi_Zhang,Translation of Object-Oriented Queries to Relational Queries.
http://www.gra.fo/publication/Ke_Wang,Can Constant-time Maintainability Be More Practical?
http://www.gra.fo/publication/Paris_C__Kanellakis,Efficient Parallelism vs Reliable Distribution: A Trade-off for Concurrent Computations.
http://www.gra.fo/publication/Dennis_de_Champeaux,The Process of Object-Oriented Design.
http://www.gra.fo/publication/Jim_Griffioen,Reducing File System Latency using a Predictive Approach.
http://www.gra.fo/publication/Michael_H__Böhlen,Handling Temporal Knowledge in a Deductive Database System.
http://www.gra.fo/publication/Yousef_J__Al_Houmaily,Atomicity with Incompatible Presumptions.
http://www.gra.fo/publication/Allan_Shepherd,PRISM: A Knowledge Based System for Semantic Integrity Specification and Enforcement in Database Systems.
http://www.gra.fo/publication/Mikhail_J__Atallah,Solving Tree Problems on a Mesh-Connected Processor Array (Preliminary Version)
http://www.gra.fo/publication/Aloysius_K__Mok,Formal Analysis of Real-Time Equational Rule-Based Systems.
http://www.gra.fo/publication/Kothuri_Venkata_Ravi_Kanth,Optimal Dynamic Range Searching in Non-replicating Index Structures.
http://www.gra.fo/publication/Isabelle_Comyn_Wattiau,Constraint Confrontation: An Important Step in View Integration.
http://www.gra.fo/publication/Seymour_Ginsburg,Object-History and Spreadsheet P-Simulation.
http://www.gra.fo/publication/Robert_Armstrong,Data Warehousing: Dealing with the Growing Pains.
http://www.gra.fo/publication/Stéphane_Grumbach,In Search of the Lost Schema.
http://www.gra.fo/publication/Stéphane_Grumbach,An Algebra for Pomsets.
http://www.gra.fo/publication/Johann_Eder,View Definitions with Parameters.
http://www.gra.fo/publication/Sridhar_Ramaswamy,On the Discovery of Interesting Patterns in Association Rules.
http://www.gra.fo/publication/Daniel_Barbará,The Demarcation Protocol: A Technique for Maintaining Linear Arithmetic Constraints in Distributed Database Systems.
http://www.gra.fo/publication/Paul_De_Bra,Imposed-Functional Dependencies Inducing Horizontal Decompositions.
http://www.gra.fo/publication/Pavlos_S__Efraimidis,Parallel Text Retrieval on a High Performance Super Computer Using the Vector Space Model.
http://www.gra.fo/publication/H__V__Jagadish,Optimal Histograms with Quality Guarantees.
http://www.gra.fo/publication/Esther_Pacitti,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases.
http://www.gra.fo/publication/Peter_Pistor,Designing A Generalized NF2 Model with an SQL-Type Language Interface.
http://www.gra.fo/publication/Marc_Bezem,Characterizing Termination of Logic Programs with Level Mappings.
http://www.gra.fo/publication/Karl_J__Lieberherr,Demeter: A Case Study of Software Growth through Parameterized Classes.
http://www.gra.fo/publication/Ross_Wilkinson,Effective Retrieval of Structured Documents.
http://www.gra.fo/publication/Daniel_F__Lieuwen,Parallelizing Loops in Database Programming Languages.
http://www.gra.fo/publication/Gunnar__vergaard,A Formal Approach to Use Cases and Their Relationships.
http://www.gra.fo/publication/Marc_H__Graham,On the Complexity and Axiomatizability of Consistent Database States.
http://www.gra.fo/publication/Masatoshi_Yoshikawa,Processing Inequality Queries Based on Generalized Semi-Joins.
